"seqnames"	"start"	"end"	"width"	"strand"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"	"ENSEMBL"	"SYMBOL"	"GENENAME"
"chr14"	28760757	28761454	698	"*"	"MACS2_peak_2662"	14	"."	3.57855	4.70216	1.46197	"Promoter (3-4kb)"	14	28729510	28765263	35754	2	"103695363"	"uc059ajr.1"	3809	NA	"FOXG1-AS1"	"FOXG1 antisense RNA 1 (head to head)"
"chr14"	28764632	28765414	783	"*"	"MACS2_peak_2663"	31	"."	4.24998	6.86358	3.19527	"Promoter (<=1kb)"	14	28729083	28765277	36195	2	"103695363"	"uc059ajq.1"	0	NA	"FOXG1-AS1"	"FOXG1 antisense RNA 1 (head to head)"
"chr14"	28773234	28774019	786	"*"	"MACS2_peak_2664"	29	"."	4.26906	6.5853	2.94048	"Promoter (<=1kb)"	14	28772795	28813453	40659	1	"387978"	"uc059aju.1"	439	"ENSG00000186960"	"LINC01551"	"long intergenic non-protein coding RNA 1551"
"chr14"	28774995	28775460	466	"*"	"MACS2_peak_2665"	11	"."	3.1421	4.15107	1.14344	"Promoter (2-3kb)"	14	28772795	28813453	40659	1	"387978"	"uc059aju.1"	2200	"ENSG00000186960"	"LINC01551"	"long intergenic non-protein coding RNA 1551"
"chr14"	28780369	28781514	1146	"*"	"MACS2_peak_2666"	18	"."	3.85237	5.27824	1.84603	"Promoter (4-5kb)"	14	28783491	28785787	2297	2	"105370424"	"uc001wqg.2"	4273	"ENSG00000257056"	"LINC02282"	"long intergenic non-protein coding RNA 2282"
"chr14"	28784783	28785623	841	"*"	"MACS2_peak_2667"	16	"."	3.30869	4.91961	1.67373	"Promoter (<=1kb)"	14	28783491	28785787	2297	2	"105370424"	"uc001wqg.2"	164	"ENSG00000257056"	"LINC02282"	"long intergenic non-protein coding RNA 2282"
"chr14"	36498046	36498795	750	"*"	"MACS2_peak_2680"	20	"."	4.00424	5.61795	2.07718	"Intron (uc284nky.1/uc284nky.1, intron 3 of 3)"	14	36473594	36513170	39577	2	"253970"	"uc059awz.1"	14375	"ENSG00000229415"	"SFTA3"	"surfactant associated 3"
"chr14"	36504564	36504986	423	"*"	"MACS2_peak_2681"	10	"."	3.0673	3.86304	1.07021	"Intron (uc284nky.1/uc284nky.1, intron 3 of 3)"	14	36473594	36513170	39577	2	"253970"	"uc059awz.1"	8184	"ENSG00000229415"	"SFTA3"	"surfactant associated 3"
"chr14"	36506325	36506764	440	"*"	"MACS2_peak_2682"	30	"."	4.37438	6.76787	3.04171	"Intron (uc284nky.1/uc284nky.1, intron 3 of 3)"	14	36473594	36513170	39577	2	"253970"	"uc059awz.1"	6406	"ENSG00000229415"	"SFTA3"	"surfactant associated 3"
"chr14"	36509226	36510290	1065	"*"	"MACS2_peak_2683"	14	"."	3.41206	4.63046	1.49197	"Promoter (2-3kb)"	14	36473594	36513170	39577	2	"253970"	"uc059awz.1"	2880	"ENSG00000229415"	"SFTA3"	"surfactant associated 3"
"chr14"	36512081	36512934	854	"*"	"MACS2_peak_2684"	17	"."	3.65189	5.12461	1.79826	"Promoter (<=1kb)"	14	36473594	36513170	39577	2	"253970"	"uc059awz.1"	236	"ENSG00000229415"	"SFTA3"	"surfactant associated 3"
"chr14"	36515673	36516011	339	"*"	"MACS2_peak_2685"	14	"."	3.10273	4.52025	1.44659	"Promoter (1-2kb)"	14	36473288	36513829	40542	2	"253970"	"uc001wtr.4"	-1844	"ENSG00000229415"	"SFTA3"	"surfactant associated 3"
"chr14"	37602820	37604493	1674	"*"	"MACS2_peak_2689"	15	"."	3.30067	4.73158	1.56686	"Intron (uc059ayq.1/319089, intron 1 of 2)"	14	37611251	38041442	430192	1	"319089"	"uc001wug.4"	-6758	"ENSG00000139865"	"TTC6"	"tetratricopeptide repeat domain 6"
"chr14"	37605430	37606164	735	"*"	"MACS2_peak_2690"	12	"."	3.4662	4.42967	1.29114	"Intron (uc059ayq.1/319089, intron 1 of 2)"	14	37611251	38041442	430192	1	"319089"	"uc001wug.4"	-5087	"ENSG00000139865"	"TTC6"	"tetratricopeptide repeat domain 6"
"chr14"	37609372	37610563	1192	"*"	"MACS2_peak_2691"	12	"."	3.45293	4.40161	1.27461	"Promoter (<=1kb)"	14	37611251	38041442	430192	1	"319089"	"uc001wug.4"	-688	"ENSG00000139865"	"TTC6"	"tetratricopeptide repeat domain 6"
"chr14"	37611674	37612369	696	"*"	"MACS2_peak_2692"	27	"."	4.17066	6.49535	2.78232	"Promoter (<=1kb)"	14	37611251	38041442	430192	1	"319089"	"uc001wug.4"	423	"ENSG00000139865"	"TTC6"	"tetratricopeptide repeat domain 6"
"chr14"	41605696	41606355	660	"*"	"MACS2_peak_2696"	13	"."	3.45521	4.47623	1.39523	"Promoter (1-2kb)"	14	41607570	41904549	296980	1	"145581"	"uc001wvm.5"	-1215	"ENSG00000165379"	"LRFN5"	"leucine rich repeat and fibronectin type III domain containing 5"
"chr14"	41609134	41610043	910	"*"	"MACS2_peak_2697"	16	"."	3.55396	4.86346	1.60513	"Promoter (<=1kb)"	14	41608415	41904549	296135	1	"145581"	"uc059bbo.1"	719	"ENSG00000165379"	"LRFN5"	"leucine rich repeat and fibronectin type III domain containing 5"
"chr14"	50870651	50871522	872	"*"	"MACS2_peak_2701"	26	"."	4.24403	6.24044	2.61503	"Promoter (<=1kb)"	14	50872160	50904970	32811	1	"145447"	"uc001wyq.4"	-638	"ENSG00000131969"	"ABHD12B"	"abhydrolase domain containing 12B"
"chr14"	52268823	52270866	2044	"*"	"MACS2_peak_2709"	22	"."	3.85085	5.68056	2.20723	"Promoter (1-2kb)"	14	52267812	52275006	7195	1	"5729"	"uc032bbu.2"	1011	"ENSG00000168229"	"PTGDR"	"prostaglandin D2 receptor"
"chr14"	56795701	56796175	475	"*"	"MACS2_peak_2730"	18	"."	3.47368	5.12782	1.8234	"Distal Intergenic"	14	56801810	56805648	3839	2	"5015"	"uc059bvn.1"	9473	"ENSG00000165588"	"OTX2"	"orthodenticle homeobox 2"
"chr14"	56803406	56805309	1904	"*"	"MACS2_peak_2731"	14	"."	3.57038	4.68852	1.47561	"Promoter (<=1kb)"	14	56801810	56805648	3839	2	"5015"	"uc059bvn.1"	339	"ENSG00000165588"	"OTX2"	"orthodenticle homeobox 2"
"chr14"	56809863	56811381	1519	"*"	"MACS2_peak_2732"	16	"."	3.59505	4.90261	1.63651	"Promoter (<=1kb)"	14	56799905	56810469	10565	2	"5015"	"uc001xcq.5"	0	"ENSG00000165588"	"OTX2"	"orthodenticle homeobox 2"
"chr14"	58639360	58639924	565	"*"	"MACS2_peak_2734"	16	"."	3.69108	4.9388	1.64683	"Promoter (<=1kb)"	14	58638837	58647263	8427	1	"51339"	"uc010trw.3"	523	"ENSG00000165617"	"DACT1"	"dishevelled binding antagonist of beta catenin 1"
"chr14"	59629690	59629994	305	"*"	"MACS2_peak_2737"	17	"."	3.82191	5.20444	1.78486	"Promoter (<=1kb)"	14	59595977	59630609	34633	2	"6252"	"uc010apl.3"	615	"ENSG00000139970"	"RTN1"	"reticulon 1"
"chr14"	60505863	60506263	401	"*"	"MACS2_peak_2742"	12	"."	3.30176	4.30548	1.26188	"Promoter (2-3kb)"	14	60508951	60512850	3900	1	"4990"	"uc001xfa.5"	-2688	"ENSG00000184302"	"SIX6"	"SIX homeobox 6"
"chr14"	60507840	60508039	200	"*"	"MACS2_peak_2743"	14	"."	3.32865	4.6077	1.43904	"Promoter (<=1kb)"	14	60508951	60512850	3900	1	"4990"	"uc001xfa.5"	-912	"ENSG00000184302"	"SIX6"	"SIX homeobox 6"
"chr14"	60641004	60641378	375	"*"	"MACS2_peak_2745"	18	"."	3.48591	5.21203	1.86956	"Intron (uc059cdu.1/uc059cdu.1, intron 1 of 1)"	14	60643415	60649462	6048	2	"6495"	"uc001xfb.5"	8084	"ENSG00000126778"	"SIX1"	"SIX homeobox 1"
"chr14"	60646752	60647137	386	"*"	"MACS2_peak_2746"	12	"."	2.74526	4.20916	1.23331	"Promoter (2-3kb)"	14	60643415	60649462	6048	2	"6495"	"uc001xfb.5"	2325	"ENSG00000126778"	"SIX1"	"SIX homeobox 1"
"chr14"	62117633	62119146	1514	"*"	"MACS2_peak_2753"	14	"."	3.3029	4.5442	1.402	"Promoter (<=1kb)"	14	62118145	62128045	9901	1	"646113"	"uc059cha.1"	0	NA	"LINC00643"	"long intergenic non-protein coding RNA 643"
"chr14"	64845151	64845560	410	"*"	"MACS2_peak_2756"	19	"."	3.92303	5.44447	1.9744	"Intron (uc001xhs.3/6710, intron 1 of 35)"	14	64746284	64823148	76865	2	"6710"	"uc001xhr.4"	-22003	"ENSG00000070182"	"SPTB"	"spectrin beta, erythrocytic"
"chr14"	64877844	64878804	961	"*"	"MACS2_peak_2757"	15	"."	3.47864	4.7492	1.52671	"Promoter (1-2kb)"	14	64746283	64879883	133601	2	"6710"	"uc001xhs.3"	1079	"ENSG00000070182"	"SPTB"	"spectrin beta, erythrocytic"
"chr14"	69342648	69343095	448	"*"	"MACS2_peak_2767"	11	"."	3.244	4.20774	1.17486	"Intron (uc001xlb.3/57452, intron 12 of 15)"	14	69352029	69353968	1940	1	"57452"	"uc059cuu.1"	-8934	"ENSG00000100626"	"GALNT16"	"polypeptide N-acetylgalactosaminyltransferase 16"
"chr14"	69561923	69562291	369	"*"	"MACS2_peak_2768"	14	"."	3.56865	4.64453	1.41499	"Distal Intergenic"	14	69569816	69574837	5022	2	"56936"	"uc010aqy.5"	12546	"ENSG00000267909"	"CCDC177"	"coiled-coil domain containing 177"
"chr14"	69566929	69568650	1722	"*"	"MACS2_peak_2769"	14	"."	3.5505	4.62601	1.43715	"Downstream (1-2kb)"	14	69569816	69574837	5022	2	"56936"	"uc010aqy.5"	6187	"ENSG00000267909"	"CCDC177"	"coiled-coil domain containing 177"
"chr14"	69880640	69881078	439	"*"	"MACS2_peak_2770"	12	"."	3.15384	4.30183	1.27928	"Promoter (1-2kb)"	14	69879426	70032366	152941	1	"64093"	"uc001xls.3"	1214	"ENSG00000198732"	"SMOC1"	"SPARC related modular calcium binding 1"
"chr14"	72736472	72736686	215	"*"	"MACS2_peak_2776"	36	"."	4.85587	7.64372	3.68176	"Promoter (4-5kb)"	14	72723632	72731667	8036	2	"8110"	"uc059czu.1"	-4805	"ENSG00000205683"	"DPF3"	"double PHD fingers 3"
"chr14"	76377655	76378683	1029	"*"	"MACS2_peak_2787"	20	"."	3.79157	5.5552	2.06636	"Promoter (1-2kb)"	14	76376357	76482129	105773	1	"2103"	"uc059dqp.1"	1298	"ENSG00000119715"	"ESRRB"	"estrogen related receptor beta"
"chr14"	88321297	88321840	544	"*"	"MACS2_peak_2797"	12	"."	3.39599	4.28484	1.21166	"Promoter (1-2kb)"	14	88184893	88323249	138357	2	"54207"	"uc001xwn.4"	1409	"ENSG00000100433"	"KCNK10"	"potassium two pore domain channel subfamily K member 10"
"chr14"	88324374	88325245	872	"*"	"MACS2_peak_2798"	11	"."	3.13192	4.11434	1.18225	"Promoter (<=1kb)"	14	88240702	88323725	83024	2	"54207"	"uc059ebe.1"	-649	"ENSG00000100433"	"KCNK10"	"potassium two pore domain channel subfamily K member 10"
"chr14"	94772920	94773662	743	"*"	"MACS2_peak_2807"	11	"."	2.88787	3.95034	1.10795	"Promoter (2-3kb)"	14	94768216	94770230	2015	2	"145258"	"uc001ydu.4"	-2690	"ENSG00000133937"	"GSC"	"goosecoid homeobox"
"chr14"	94775074	94776568	1495	"*"	"MACS2_peak_2808"	31	"."	4.26887	6.70913	3.13191	"Promoter (4-5kb)"	14	94768216	94770230	2015	2	"145258"	"uc001ydu.4"	-4844	"ENSG00000133937"	"GSC"	"goosecoid homeobox"
"chr14"	97217620	97218030	411	"*"	"MACS2_peak_2813"	11	"."	3.18942	3.962	1.17559	"Distal Intergenic"	14	97458816	97581601	122786	1	"101929241"	"uc032bld.2"	-240786	"ENSG00000246084"	"LINC02325"	"long intergenic non-protein coding RNA 2325"
"chr14"	101565544	101566514	971	"*"	"MACS2_peak_2825"	18	"."	3.58463	5.27472	1.88002	"Promoter (4-5kb)"	14	101561351	101563452	2102	1	"1735"	"uc021sdx.1"	4193	"ENSG00000197406"	"DIO3"	"iodothyronine deiodinase 3"
"chr15"	17080433	17080752	320	"*"	"MACS2_peak_2860"	19	"."	2.32981	5.39784	1.99052	"Distal Intergenic"	15	20531856	20541800	9945	2	"727832"	"uc059gpb.1"	3461048	"ENSG00000277322"	"GOLGA6L6"	"golgin A6 family-like 6"
"chr15"	32716432	32717236	805	"*"	"MACS2_peak_2881"	16	"."	3.6022	4.9909	1.67933	"Promoter (<=1kb)"	15	32717974	32745107	27134	1	"26585"	"uc001zhe.3"	-738	"ENSG00000166923"	"GREM1"	"gremlin 1, DAN family BMP antagonist"
"chr15"	34512086	34512980	895	"*"	"MACS2_peak_2885"	12	"."	3.03649	4.18745	1.26118	"Distal Intergenic"	15	34528290	34528371	82	2	"100302160"	"uc021six.1"	15391	"ENSG00000221649"	"MIR1233-1"	"microRNA 1233-1"
"chr15"	34793890	34794401	512	"*"	"MACS2_peak_2887"	12	"."	3.2986	4.21463	1.22189	"Promoter (1-2kb)"	15	34791158	34792851	1694	2	"70"	"uc059his.1"	-1039	"ENSG00000159251"	"ACTC1"	"actin, alpha, cardiac muscle 1"
"chr15"	36882407	36886485	4079	"*"	"MACS2_peak_2891"	15	"."	3.45163	4.69027	1.51336	"Promoter (<=1kb)"	15	36876379	36886533	10155	2	"145845"	"uc059hkj.1"	48	NA	"LOC145845"	"uncharacterized LOC145845"
"chr15"	36882407	36886485	4079	"*"	"MACS2_peak_2891"	15	"."	3.45163	4.69027	1.51336	"Promoter (<=1kb)"	15	36876379	36886533	10155	2	"145845"	"uc059hkj.1"	48	NA	"LOC145845"	"uncharacterized LOC145845"
"chr15"	37106754	37107767	1014	"*"	"MACS2_peak_2893"	13	"."	3.26336	4.43334	1.38652	"Distal Intergenic"	15	36891022	37101299	210278	2	"4212"	"uc001zju.4"	-5455	"ENSG00000134138"	"MEIS2"	"Meis homeobox 2"
"chr15"	37109188	37109789	602	"*"	"MACS2_peak_2894"	21	"."	4.03138	5.6719	2.1034	"Exon (uc059hlj.1/uc059hlj.1, exon 1 of 1)"	15	36891022	37101299	210278	2	"4212"	"uc001zju.4"	-7889	"ENSG00000134138"	"MEIS2"	"Meis homeobox 2"
"chr15"	37111544	37112396	853	"*"	"MACS2_peak_2895"	12	"."	3.41751	4.32727	1.23165	"Distal Intergenic"	15	36891022	37101299	210278	2	"4212"	"uc001zju.4"	-10245	"ENSG00000134138"	"MEIS2"	"Meis homeobox 2"
"chr15"	45376716	45377668	953	"*"	"MACS2_peak_2918"	15	"."	3.1808	4.71038	1.55562	"Promoter (<=1kb)"	15	45369378	45377035	7658	2	"2628"	"uc059itt.1"	0	"ENSG00000171766"	"GATM"	"glycine amidinotransferase"
"chr15"	47185546	47185745	200	"*"	"MACS2_peak_2921"	15	"."	3.47997	4.76462	1.58762	"Promoter (<=1kb)"	15	47185663	47759864	574202	1	"80031"	"uc059ivz.1"	0	"ENSG00000137872"	"SEMA6D"	"semaphorin 6D"
"chr15"	51265512	51266798	1287	"*"	"MACS2_peak_2928"	24	"."	4.16609	6.03784	2.46425	"Intron (uc059jez.1/uc059jez.1, intron 1 of 2)"	15	51210514	51243064	32551	2	"1588"	"uc059jfc.1"	-22448	"ENSG00000137869"	"CYP19A1"	"cytochrome P450 family 19 subfamily A member 1"
"chr15"	52796954	52797382	429	"*"	"MACS2_peak_2933"	12	"."	3.09023	4.29466	1.28606	"Distal Intergenic"	15	52757315	52791078	33764	2	"3175"	"uc059jkc.1"	-5876	"ENSG00000169856"	"ONECUT1"	"one cut homeobox 1"
"chr15"	60008252	60011344	3093	"*"	"MACS2_peak_2948"	15	"."	3.51685	4.79493	1.58594	"Promoter (4-5kb)"	15	60004234	60061730	57497	1	"27023"	"uc059jwf.1"	4018	"ENSG00000171956"	"FOXB1"	"forkhead box B1"
"chr15"	62162499	62163546	1048	"*"	"MACS2_peak_2964"	16	"."	3.54862	4.81601	1.61818	"Promoter (1-2kb)"	15	62163535	62165283	1749	2	"388125"	"uc002ahg.3"	1737	"ENSG00000205502"	"C2CD4B"	"C2 calcium dependent domain containing 4B"
"chr15"	65066714	65067374	661	"*"	"MACS2_peak_2967"	11	"."	3.13215	4.10947	1.16715	"Promoter (<=1kb)"	15	65054228	65067943	13716	2	"51285"	"uc002aoj.2"	569	"ENSG00000103710"	"RASL12"	"RAS like family 12"
"chr15"	70541444	70542091	648	"*"	"MACS2_peak_2986"	13	"."	3.52214	4.54831	1.36159	"Distal Intergenic"	15	70615547	70616567	1021	1	"104548972"	"uc059kvn.1"	-73456	"ENSG00000281264"	"SALRNA3"	"senescence associated long non-coding RNA 3"
"chr15"	80251091	80252428	1338	"*"	"MACS2_peak_3013"	13	"."	3.011	4.43603	1.37272	"Promoter (<=1kb)"	15	80195484	80252213	56730	2	"100996492"	"uc059mjl.1"	0	"ENSG00000259417"	"CTXND1"	"cortexin domain containing 1"
"chr15"	80402998	80403291	294	"*"	"MACS2_peak_3014"	29	"."	4.44762	6.70574	2.9909	"Promoter (1-2kb)"	15	80404350	80475580	71231	1	"9915"	"uc002bfq.4"	-1059	"ENSG00000172379"	"ARNT2"	"aryl hydrocarbon receptor nuclear translocator 2"
"chr15"	88793050	88793274	225	"*"	"MACS2_peak_3040"	25	"."	4.28073	6.27177	2.59012	"Distal Intergenic"	15	88803443	88875354	71912	1	"176"	"uc010upo.1"	-10169	"ENSG00000157766"	"ACAN"	"aggrecan"
"chr15"	91101719	91102721	1003	"*"	"MACS2_peak_3045"	12	"."	3.30021	4.20641	1.29582	"Promoter (<=1kb)"	15	91101828	91251926	150099	1	"9899"	"uc059nkj.1"	0	"ENSG00000185518"	"SV2B"	"synaptic vesicle glycoprotein 2B"
"chr15"	91303202	91304005	804	"*"	"MACS2_peak_3046"	11	"."	3.32253	4.12788	1.11643	"Distal Intergenic"	15	91258477	91266948	8472	1	"9899"	"uc059nkl.1"	44725	"ENSG00000185518"	"SV2B"	"synaptic vesicle glycoprotein 2B"
"chr15"	92656450	92657070	621	"*"	"MACS2_peak_3053"	13	"."	3.517	4.54328	1.36778	"Promoter (<=1kb)"	15	92619238	92656631	37394	2	"400451"	"uc059nlo.1"	0	"ENSG00000185442"	"FAM174B"	"family with sequence similarity 174 member B"
"chr15"	92696192	92696391	200	"*"	"MACS2_peak_3054"	11	"."	3.36948	4.22644	1.17338	"Intron (uc059nlp.1/400451, intron 2 of 3)"	15	92619183	92668043	48861	2	"400451"	"uc059nln.1"	-28149	"ENSG00000185442"	"FAM174B"	"family with sequence similarity 174 member B"
"chr15"	96410061	96411564	1504	"*"	"MACS2_peak_3062"	22	"."	4.01116	5.74713	2.28095	"Distal Intergenic"	15	96333261	96333307	47	1	"100302258"	"uc021swi.1"	76800	"ENSG00000283888"	"MIR1469"	"microRNA 1469"
"chr15"	96414830	96415545	716	"*"	"MACS2_peak_3063"	15	"."	3.50673	4.78213	1.55911	"Distal Intergenic"	15	96333261	96333307	47	1	"100302258"	"uc021swi.1"	81569	"ENSG00000283888"	"MIR1469"	"microRNA 1469"
"chr15"	98178600	98179137	538	"*"	"MACS2_peak_3066"	12	"."	3.45654	4.40919	1.27899	"Intron (uc059nrq.1/uc059nrq.1, intron 3 of 3)"	15	98085693	98103712	18020	2	"101927332"	"uc059nrt.1"	-74888	NA	"LINC01582"	"long intergenic non-protein coding RNA 1582"
"chr15"	101948749	101950010	1262	"*"	"MACS2_peak_3084"	14	"."	3.47323	4.54252	1.40192	"Promoter (4-5kb)"	15	101954885	101956412	1528	1	"100124412"	"uc010bpi.4"	-4875	"ENSG00000248893"	"FAM138E"	"family with sequence similarity 138 member E"
"chr15_KI270905v1_alt"	2479774	2480297	524	"*"	"MACS2_peak_3088"	15	"."	3.36095	4.75594	1.52584	"Distal Intergenic"	213	2368159	2381905	13747	1	"653073"	"uc032dez.1"	111615	"ENSG00000179938"	"GOLGA8J"	"golgin A8 family member J"
"chr15_KI270905v1_alt"	4934352	4934861	510	"*"	"MACS2_peak_3093"	12	"."	3.39895	4.31488	1.26935	"Promoter (1-2kb)"	213	4932598	4949251	16654	1	"26585"	"uc032dlp.1"	1754	"ENSG00000166923"	"GREM1"	"gremlin 1, DAN family BMP antagonist"
"chr16"	22638688	22639257	570	"*"	"MACS2_peak_3127"	25	"."	4.2435	6.19419	2.54784	"Distal Intergenic"	16	22531492	22533812	2321	1	"100132247"	"uc059sag.1"	107196	"ENSG00000243716"	"NPIPB5"	"nuclear pore complex interacting protein family member B5"
"chr16"	22645905	22646280	376	"*"	"MACS2_peak_3129"	11	"."	3.35378	4.19349	1.15434	"Distal Intergenic"	16	22531492	22533812	2321	1	"100132247"	"uc059sag.1"	114413	"ENSG00000243716"	"NPIPB5"	"nuclear pore complex interacting protein family member B5"
"chr16"	22673652	22674811	1160	"*"	"MACS2_peak_3131"	17	"."	3.78114	5.11141	1.71791	"Distal Intergenic"	16	22814177	22916338	102162	1	"9956"	"uc002dli.4"	-139366	"ENSG00000122254"	"HS3ST2"	"heparan sulfate-glucosamine 3-sulfotransferase 2"
"chr16"	22680423	22680717	295	"*"	"MACS2_peak_3133"	11	"."	3.26556	4.10863	1.13936	"Distal Intergenic"	16	22814177	22916338	102162	1	"9956"	"uc002dli.4"	-133460	"ENSG00000122254"	"HS3ST2"	"heparan sulfate-glucosamine 3-sulfotransferase 2"
"chr16"	37814813	37815256	444	"*"	"MACS2_peak_3236"	13	"."	3.18289	4.44388	1.39353	"Distal Intergenic"	16	35748357	35755796	7440	1	"400533"	"uc059tsz.1"	2066456	"ENSG00000261122"	"LINC02167"	"long intergenic non-protein coding RNA 2167"
"chr16"	51113327	51114428	1102	"*"	"MACS2_peak_3275"	15	"."	3.58042	4.75265	1.56241	"Distal Intergenic"	16	51135975	51150597	14623	2	"6299"	"uc059ucr.1"	36169	"ENSG00000103449"	"SALL1"	"spalt like transcription factor 1"
"chr16"	51439330	51440934	1605	"*"	"MACS2_peak_3277"	14	"."	3.5561	4.62332	1.41093	"Distal Intergenic"	16	51143204	51151367	8164	2	"6299"	"uc059ucv.1"	-287963	"ENSG00000103449"	"SALL1"	"spalt like transcription factor 1"
"chr16"	52087580	52088682	1103	"*"	"MACS2_peak_3279"	18	"."	3.88562	5.353	1.89821	"Promoter (2-3kb)"	16	52085280	52099067	13788	1	"102467079"	"uc032dzt.2"	2300	"ENSG00000261749"	"LINC02180"	"long intergenic non-protein coding RNA 2180"
"chr16"	55654727	55655275	549	"*"	"MACS2_peak_3293"	10	"."	2.96981	3.81212	1.06273	"Promoter (<=1kb)"	16	55655604	55702346	46743	1	"6530"	"uc002eif.4"	-329	"ENSG00000103546"	"SLC6A2"	"solute carrier family 6 member 2"
"chr16"	56193206	56193806	601	"*"	"MACS2_peak_3296"	15	"."	3.26487	4.79543	1.58073	"Promoter (<=1kb)"	16	56193653	56334857	141205	1	"2775"	"uc059ujq.1"	0	"ENSG00000087258"	"GNAO1"	"G protein subunit alpha o1"
"chr16"	56668653	56669113	461	"*"	"MACS2_peak_3299"	18	"."	2.99621	5.17652	1.88718	"Promoter (<=1kb)"	16	56666735	56668065	1331	2	"4495"	"uc002ejv.2"	-588	"ENSG00000125144"	"MT1G"	"metallothionein 1G"
"chr16"	66126469	66129209	2741	"*"	"MACS2_peak_3315"	20	"."	3.8634	5.42712	2.03445	"Distal Intergenic"	16	66366622	66404782	38161	1	"1003"	"uc059vhi.1"	-237413	"ENSG00000179776"	"CDH5"	"cadherin 5"
"chr16"	82450477	82451089	613	"*"	"MACS2_peak_3338"	11	"."	3.32253	4.12788	1.11643	"Distal Intergenic"	16	82626803	83800640	1173838	1	"1012"	"uc002fgx.4"	-175714	"ENSG00000140945"	"CDH13"	"cadherin 13"
"chr16"	85898846	85899644	799	"*"	"MACS2_peak_3349"	13	"."	2.86102	4.33343	1.32207	"Promoter (<=1kb)"	16	85899163	85903156	3994	1	"3394"	"uc059yav.1"	0	"ENSG00000140968"	"IRF8"	"interferon regulatory factor 8"
"chr16"	86287409	86288409	1001	"*"	"MACS2_peak_3351"	11	"."	3.22456	4.01413	1.16367	"Promoter (<=1kb)"	16	86286427	86293389	6963	1	"146513"	"uc021tmf.2"	982	"ENSG00000268532"	"LINC02135"	"long intergenic non-protein coding RNA 2135"
"chr16"	86502986	86503243	258	"*"	"MACS2_peak_3353"	13	"."	3.14661	4.43352	1.36583	"Promoter (4-5kb)"	16	86490226	86498585	8360	2	"400550"	"uc059ybv.1"	-4401	"ENSG00000268388"	"FENDRR"	"FOXF1 adjacent non-coding developmental regulatory RNA"
"chr16"	86504558	86504773	216	"*"	"MACS2_peak_3354"	45	"."	4.38789	8.5488	4.50285	"Promoter (4-5kb)"	16	86474529	86508860	34332	2	"400550"	"uc021tmg.2"	4087	"ENSG00000268388"	"FENDRR"	"FOXF1 adjacent non-coding developmental regulatory RNA"
"chr16"	86565143	86566356	1214	"*"	"MACS2_peak_3356"	24	"."	3.46381	5.84066	2.4143	"Promoter (<=1kb)"	16	86567251	86569728	2478	1	"2303"	"uc002fjq.4"	-895	"ENSG00000176692"	"FOXC2"	"forkhead box C2"
"chr16"	86593280	86594003	724	"*"	"MACS2_peak_3357"	16	"."	3.67786	4.94022	1.6438	"Distal Intergenic"	16	86578506	86582160	3655	1	"2300"	"uc002fjr.4"	14774	"ENSG00000176678"	"FOXL1"	"forkhead box L1"
"chr16"	87600635	87601646	1012	"*"	"MACS2_peak_3362"	14	"."	3.20711	4.5907	1.48933	"Promoter (<=1kb)"	16	87601835	87697927	96093	1	"57338"	"uc010vou.3"	-189	"ENSG00000154118"	"JPH3"	"junctophilin 3"
"chr16"	90116916	90118439	1524	"*"	"MACS2_peak_3363"	23	"."	3.88344	5.78789	2.34519	"Intron (uc002fqr.3/100996541, intron 3 of 8)"	16	90106461	90177606	71146	1	"100996541"	"uc059ywt.1"	10455	NA	"FAM157C"	"family with sequence similarity 157 member C (non-protein coding)"
"chr16"	90198718	90199411	694	"*"	"MACS2_peak_3372"	21	"."	3.98769	5.61137	2.12922	"Intron (uc059ywz.1/uc059ywz.1, intron 2 of 3)"	16	90106461	90177606	71146	1	"100996541"	"uc059ywt.1"	92257	NA	"FAM157C"	"family with sequence similarity 157 member C (non-protein coding)"
"chr16"	90201553	90202440	888	"*"	"MACS2_peak_3373"	15	"."	3.69019	4.91195	1.5889	"Intron (uc059ywz.1/uc059ywz.1, intron 2 of 3)"	16	90106461	90177606	71146	1	"100996541"	"uc059ywt.1"	95092	NA	"FAM157C"	"family with sequence similarity 157 member C (non-protein coding)"
"chr16"	90209760	90214792	5033	"*"	"MACS2_peak_3376"	16	"."	3.62903	4.91828	1.64868	"Exon (uc059ywz.1/uc059ywz.1, exon 3 of 4)"	16	90106461	90177606	71146	1	"100996541"	"uc059ywt.1"	103299	NA	"FAM157C"	"family with sequence similarity 157 member C (non-protein coding)"
"chr16"	90223297	90225520	2224	"*"	"MACS2_peak_3378"	17	"."	3.70295	5.08087	1.74785	"Distal Intergenic"	16	90106461	90177606	71146	1	"100996541"	"uc059ywt.1"	116836	NA	"FAM157C"	"family with sequence similarity 157 member C (non-protein coding)"
"chr17"	116932	118079	1148	"*"	"MACS2_peak_3397"	43	"."	4.89903	8.24559	4.31519	"Intron (uc032eqc.3/uc032eqc.3, intron 1 of 7)"	17	137526	139067	1542	1	"653486"	"uc032eqd.2"	-19447	"ENSG00000268320"	"SCGB1C2"	"secretoglobin family 1C member 2"
